Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"297, rue Claude-Léveillé",615000.0,Vaudreuil-Dorion,Montérégie Ouest,3,1,1,2,132.02,418.6,3037.22,417.7,1740.0,1150.5
"230, rue de Luxembourg",765000.0,Vimont,Laval,4,3,1,2,165.76,320.5,3792.75,449.2,1740.0,1150.5
chemin des Coteaux,174900.0,Farnham,Estrie,4,2,1,2,117.06,1566.3,329.0,10.65,1740.0,1150.5
"120, 2e Avenue",389500.0,Weedon,Estrie,6,2,1,2,117.06,4923.86,3500.0,128.95,1740.0,1150.5
"9031, rue Saint-Étienne",529000.0,Mirabel (St-Benoit),Laurentides,4,2,1,2,250.84,631.74,1600.0,350.0,2500.0,1500.0
"13, chemin du Renard",120000.0,Entrelacs,Lanaudière,4,2,1,2,117.06,4518.5,424.55,275.0,1740.0,1150.5
"83, chemin Périard",45000.0,Ripon,Outaouais,4,2,1,2,117.06,787.09,2778.46,275.0,1740.0,1150.5
"46, 9e Rang Est",777777.0,Granby,Estrie,4,2,1,2,189.52,3716.12,3081.86,326.32,1032.41,1775.61
"931, boulevard Sainte-Anne",225000.0,Rimouski (Pointe-Au-Père),Bas-Saint-Laurent,3,2,1,1,117.06,1163.6,2778.46,275.0,1740.0,1150.5
"898, 3e Rue",785000.0,St-Paul-De-L'Ile-Aux-Noix,Montérégie (Rive-Sud Montréal),3,2,1,1,334.45,766.9,2778.46,275.0,1740.0,1150.5
"16460, avenue Savoie",398000.0,St-Hyacinthe,Montérégie (Rive-Sud Montréal),2,1,1,1,88.26,472.32,2108.21,211.52,2100.0,580.0
côte Saint-Gabriel-Ouest,149000.0,St-Sauveur,Laurentides,4,2,1,2,117.06,8175.47,2778.46,275.0,1740.0,1150.5
"352, avenue Saint-Jérôme",259000.0,Matane,Bas-Saint-Laurent,3,2,1,2,117.06,766.9,3244.0,95.0,2363.0,4000.0
"1156, rue Brosseau",1850000.0,Prévost,Laurentides,5,4,1,2,371.61,766.9,5394.0,790.0,1740.0,1150.5
"252, boulevard Lorrain",825000.0,Gatineau (Gatineau),Outaouais,6,3,1,2,117.06,1026.2,5812.22,430.31,1740.0,1948.83
"103, rue Principale Nord",629000.0,Sacré-Coeur-du-Saguenay,Côte-Nord,1,2,1,2,117.06,3086.8,2778.46,275.0,1740.0,1150.5
"1419, boulevard Jacques-Cartier",139000.0,Mont-Joli,Bas-Saint-Laurent,4,2,1,2,117.06,783.8,5423.21,219.06,4500.0,1150.5
"3418, chemin de la Dame",44000.0,Ste-Julienne,Lanaudière,4,2,1,2,117.06,607.68,2778.46,275.0,1740.0,1150.5
"B108-2615, rue Augustin-Cantin",650000.0,Le Sud-Ouest,Montréal / l'Île,1,1,1,2,71.07,766.9,4100.0,550.0,1740.0,1150.5
"66A, route 243",3200000.0,St-Félix-De-Kingsey,Centre-du-Québec,6,2,1,2,327.39,766.9,8607.0,792.0,7050.0,12200.0
"244, RUE NOTRE-DAME",165000.0,Val-des-Sources,Estrie,4,1,1,2,110.86,299.3,1490.01,50.76,1740.0,1150.5
"127, rue de l'Anse",179500.0,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,4,2,1,2,117.06,3731.92,982.22,24.38,1740.0,1150.5
promenade des Cervidés,275000.0,Morin-Heights,Laurentides,4,2,1,2,117.06,8456.78,1112.45,57.65,1740.0,1150.5
"1793-1795, rue Saint-Martin",265000.0,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,6,2,1,2,117.06,487.74,2500.0,117.4,1740.0,1150.5
"2762, chemin Bois-Clair",1875000.0,St-Antoine-De-Tilly,Chaudière-Appalaches,6,3,1,2,278.71,80572.4,4400.76,676.75,6462.0,1150.5
"173, avenue de la Rivière",499000.0,Fossambault-Sur-Le-Lac,Québec Rive-Nord,3,2,1,2,135.17,440.82,2778.46,275.0,1740.0,1150.5
"5774-5782, boulevard Saint-Michel",2100000.0,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,1,2,117.06,230.31,5133.72,633.93,1740.0,3102.24
"2614-2620, 1re Avenue",950000.0,Limoilou,Québec Rive-Nord,4,6,1,2,117.06,766.9,9139.0,450.0,2300.0,3450.0
"134, rue Jérémie-Beaulieu",250000.0,Ste-Francoise,Bas-Saint-Laurent,2,2,1,2,117.06,962.04,2197.0,275.0,1740.0,4500.0
"716-445, avenue Viger Ouest",390000.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,1,1,1,57.51,57.51,2103.65,252.01,740.0,648.0
"337, boulevard Yvon-L'Heureux Sud",340000.0,McMasterville,Montérégie (Rive-Sud Montréal),2,1,1,2,85.1,213.68,1763.14,159.47,1740.0,1150.5
"5667, avenue de l'Esplanade",779000.0,Le Plateau-Mont-Royal,Montréal / l'Île,2,1,1,3,87.51,766.9,3737.32,474.3,950.0,1034.89
"528, chemin Vanier",5199900.0,Gatineau (Aylmer),Outaouais,4,2,1,2,117.06,4058.1,3921.3,275.0,1740.0,1150.5
"170-172, 14e Avenue",279000.0,Drummondville (Drummondville),Centre-du-Québec,2,1,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"3761, rue Saint-Hubert",549000.0,Le Plateau-Mont-Royal,Montréal / l'Île,3,1,1,1,82.5,766.9,3886.36,467.97,1920.0,1914.04
"95, chemin Dusseault",239000.0,La Minerve,Laurentides,4,2,1,2,117.06,219.33,437.0,275.0,1740.0,1150.5
17e Avenue,65000.0,St-Prosper-De-Dorchester,Chaudière-Appalaches,4,2,1,2,117.06,2016.6,2778.46,275.0,1740.0,1150.5
"671, 3e Avenue",365000.0,Barraute,Abitibi-Témiscamingue,2,2,1,1,97.55,99.97,2882.21,185.29,1740.0,1150.5
"379, rue Saint-Jean-Baptiste Est",360000.0,Rimouski (Rimouski),Bas-Saint-Laurent,4,3,1,1,103.4,778.5,2778.46,275.0,1740.0,1150.5
"1084-5, chemin du Tour du Lac",175000.0,Lac-Simon,Outaouais,4,2,1,2,117.06,340.21,529.0,56.0,1740.0,1150.5
"1-300, avenue Lansdowne",350000.0,Westmount,Montréal / l'Île,1,1,1,1,71.54,766.9,2778.46,275.0,1740.0,1150.5
"46, rang St-Anselme",75000.0,St-Magloire-De-Bellechasse,Chaudière-Appalaches,4,2,1,2,117.06,8825.79,2778.46,275.0,1740.0,1150.5
"1792, rue des Tulipes",1150000.0,Carignan,Montérégie (Rive-Sud Montréal),5,2,1,2,295.06,5333.3,4500.0,796.48,3237.2,1438.0
chemin Scotch,60000.0,Grenville-sur-la-Rouge,Laurentides,4,2,1,2,117.06,6038.7,2778.46,275.0,1740.0,1150.5
"5131, rue Gilles-Tremblay",619000.0,Vaudreuil-Dorion,Montérégie Ouest,3,1,1,3,199.74,152.4,2778.46,275.0,1740.0,1150.5
"5451, rue du Pont Nord",90000.0,Alma,Saguenay-Lac-Saint-Jean,3,1,1,2,135.27,766.9,1201.0,275.0,1740.0,1150.5
"11, avenue Saint-Laurent",893000.0,Louiseville,Mauricie,10,3,3,2,520.26,672.25,3600.0,250.0,1200.0,120.0
"170, 8e Avenue",499000.0,St-Zotique,Montérégie Ouest,4,2,1,1,111.48,966.19,2381.26,286.72,1650.0,1150.0
"1466-1470, rue Joliette",899000.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,1,2,117.06,192.2,4498.78,446.23,1740.0,1150.5
"185, rang du Côteau",749000.0,St-Charles-sur-Richelieu,Montérégie (Rive-Sud Montréal),4,1,1,2,157.94,766.9,2778.46,275.0,1740.0,1150.5
"1, rue du Domaine",595000.0,Eastman,Estrie,4,2,1,2,117.06,418.9,615.0,150.0,1740.0,1150.5
"13, rue Saint-Joseph",169000.0,St-Michel-Du-Squatec,Bas-Saint-Laurent,2,1,1,2,99.87,766.9,1054.66,30.04,1289.42,960.0
"1922, avenue de la Gare",249999.0,Mascouche,Lanaudière,1,1,1,1,54.3,766.9,1961.0,116.0,1740.0,1150.5
"1310, rue Donat-Livernoche",315000.0,Trois-Rivières (St-Louis-De-France),Mauricie,2,1,1,2,117.06,766.9,2305.05,100.13,1740.0,1150.5
"669, chemin Neuf",325000.0,Degelis,Bas-Saint-Laurent,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
chemin de la Roche Blanche,165000.0,Degelis,Bas-Saint-Laurent,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"127, chemin du Domaine-Casault",345000.0,Causapscal,Bas-Saint-Laurent,3,1,1,2,107.77,766.9,2778.46,275.0,1740.0,1150.5
"3725, rue de Calvi",719000.0,Fabreville,Laval,3,2,1,2,139.35,766.9,3283.0,377.0,1382.0,1067.0
"691, montée Giroux",202000.0,Laverlochère-Angliers,Abitibi-Témiscamingue,4,2,1,2,117.06,766.9,1425.25,96.86,1740.0,1150.5
"431, boulevard Marie-Victorin",399500.0,Kingsey Falls,Centre-du-Québec,3,2,1,2,120.77,1300.64,2272.0,222.91,2000.0,600.0
chemin du Lac-Prévost,225000.0,St-Sauveur,Laurentides,4,2,1,2,117.06,12817.46,185.93,6.96,1740.0,1150.5
"2055-2061, rue Nicolet",925000.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,1,2,117.06,232.26,5552.11,644.45,1740.0,1150.5
"55, rue des Cerisiers",490000.0,Farnham,Estrie,5,2,1,1,111.48,483.1,2778.46,275.0,1740.0,1150.5
"204-4804, rue Rivard",399000.0,Le Plateau-Mont-Royal,Montréal / l'Île,1,1,1,1,51.75,58.53,2556.0,304.0,620.0,1150.5
"11805-11807-11807A, rue Sainte Catherine Est",714900.0,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,3,1,1,2,117.06,766.9,3320.0,359.0,1740.0,1150.5
"61, rue du Flanc",1195000.0,St-Ferréol-les-Neiges,Québec Rive-Nord,6,4,1,2,249.72,959.69,3864.37,637.49,2872.0,2200.0
"144, rue des Bosquets",599000.0,Ste-Sophie,Laurentides,3,1,1,2,117.06,587.1,3367.0,244.0,1224.0,1366.0
"354, chemin Saint-Antoine",149900.0,Val-Des-Monts (Perkins),Outaouais,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"7991-7993-7995, rue Chabot",949000.0,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,3,1,1,2,117.06,766.9,4490.12,551.73,1740.0,1150.5
"4628, 2e Avenue",998700.0,Rosemont / La Petite Patrie,Montréal / l'Île,3,2,1,3,182.55,766.9,4670.0,572.0,1165.0,1150.5
"51, rue des Cerisiers",750000.0,ND-Du-Mont-Carmel,Mauricie,4,3,1,2,232.26,12926.5,3734.5,296.42,4250.0,1150.5
"5155-5157, rue Lacordaire",499900.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,4,2,1,2,117.06,249.5,2778.46,275.0,1740.0,1150.5
"5890, rue Chauveau",910000.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,3,1,1,2,117.06,3.16,4626.41,538.0,1740.0,1150.5
rue de Saturne,175000.0,Cantley,Outaouais,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"90, chemin des Mélèzes",452000.0,Lac-Beauport,Québec Rive-Nord,5,1,1,1,109.63,666.11,4134.41,353.3,2800.0,1150.5
"102-901, rue de la Commune Est",409000.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,1,1,1,54.1,25.92,2170.19,269.93,770.0,362.97
"42, grande Côte Ouest",765000.0,Lanoraie,Lanaudière,3,1,1,1,101.45,4984.34,3179.42,457.83,1769.63,774.99
"161, place Dubois",415000.0,Trois-Rivières (Pointe-Du-Lac),Mauricie,3,2,1,1,103.36,3591.07,3501.32,209.48,2600.0,1184.83
"4711, route 344",515000.0,St-Placide,Laurentides,3,2,1,3,185.81,691.77,2146.07,300.0,720.0,1400.0
"444, rue Principale",499900.0,Racine,Estrie,4,2,1,2,117.06,792.3,2778.46,275.0,1740.0,1150.5
"1179, rue des Portes-de-Saint-Lin",600900.0,St-Lin-Laurentides,Lanaudière,3,1,1,2,153.85,650.04,3764.0,462.0,2136.0,1150.5
"720, avenue de la Constellation",554000.0,Alma,Saguenay-Lac-Saint-Jean,3,2,1,2,199.09,766.9,2778.46,275.0,1740.0,1150.5
chemin de l'Érablière,169000.0,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,4,2,1,2,117.06,4087.73,2778.46,275.0,1740.0,1150.5
"457, route du Président Kennedy",249900.0,St-Côme-Linière,Chaudière-Appalaches,4,2,1,2,274.62,766.9,1264.62,99.7,1740.0,1150.5
"6905, boulevard du 7e-Lac",112500.0,Chertsey,Lanaudière,4,2,1,2,117.06,7432.24,2778.46,275.0,1740.0,1150.5
"1601, rue de l'Hôtel-de-Ville",495000.0,St-Honore-De-Chicoutimi,Saguenay-Lac-Saint-Jean,4,2,1,2,117.06,766.9,457.0,192.0,1740.0,1150.5
"Lot 4-34, chemin de l'Hémisphère-Nord",74500.0,Mont-Tremblant,Laurentides,4,2,1,2,117.06,759.58,2778.46,275.0,1740.0,1150.5
"1569-1571-1573, rue Ontario Est",3200000.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,4,10,4,2,117.06,579.71,21733.0,885.0,1500.0,9561.0
"180, rue Denoncourt",779900.0,Lavaltrie,Lanaudière,4,5,1,3,371.61,1300.64,2750.0,265.0,3546.0,3000.0
"5624, chemin River",779900.0,L'Ange-Gardien-Outaouais,Outaouais,4,2,1,1,261.99,766.9,3458.71,275.0,6000.0,1150.5
"68, rue René-Marengère",830000.0,Gatineau (Hull),Outaouais,8,4,1,2,117.06,40.05,5695.97,438.22,1755.99,1995.95
"392, rue des Alluvions",749000.0,St-Nicolas,Québec Rive-Sud (Lévis),4,2,1,2,210.7,2948.84,5240.0,567.0,1835.0,1500.0
montée du Parc,169900.0,Château-Richer,Québec Rive-Nord,4,2,1,2,117.06,248.16,2778.46,275.0,1740.0,1150.5
"46, rue Berthelot",550000.0,Pointe-A-La-Croix,Gaspésie-Îles-de-la-Madeleine,15,3,3,1,236.9,766.9,2557.49,425.0,6940.09,2834.0
"1809-1811-1813-1815, rue Saint-Alexandre",799000.0,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),6,4,1,2,117.06,766.9,4619.85,430.88,1740.0,2187.0
"9, rue Côté",349000.0,L'Anse-St-Jean,Saguenay-Lac-Saint-Jean,2,1,1,2,125.42,3949.96,2650.0,250.0,1800.0,2000.0
"12130-12132, rue Lachapelle",698888.0,Ahuntsic / Cartierville,Montréal / l'Île,4,2,1,2,117.06,327.48,3138.0,376.0,1740.0,1194.0
"342, route 295",500000.0,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"313, route 295",150000.0,Degelis,Bas-Saint-Laurent,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"1557, rue Principale",260000.0,St-Philémon,Chaudière-Appalaches,4,2,1,2,117.06,766.9,2485.26,96.26,1600.0,1186.0
"42, chemin de l'Île",950000.0,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,5,3,1,2,371.61,766.9,7581.0,275.0,1740.0,1150.5
"342, Route 295",225000.0,Degelis,Bas-Saint-Laurent,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"452, rue Devon",1095000.0,Dollard-Des-Ormeaux,Montréal / l'Île,4,2,2,2,196.95,692.13,2778.46,275.0,1740.0,1150.5
"187, rue Herve Sud",225000.0,St-Amable,Montérégie (Rive-Sud Montréal),4,2,1,2,117.06,682.3,2778.46,275.0,1740.0,1150.5
"720, chemin de Gaspé",349500.0,Bromont,Estrie,4,2,1,2,117.06,4050.57,2778.46,275.0,1740.0,1150.5
"4567, rue Couturier",995000.0,Chomedey,Laval,6,3,1,2,117.06,506.32,4400.0,500.0,2400.0,1290.0
"411-5790, avenue Rembrandt",485000.0,Côte-St-Luc / Hampstead / Montréal-Ouest,Montréal / l'Île,2,2,1,1,108.98,766.9,2875.0,256.0,1740.0,1150.5
"89, route 341",574900.0,St-Roch-De-L'Achigan,Lanaudière,5,2,1,2,187.29,2229.7,3073.18,275.0,2200.0,1150.5
"518-520, rue Principale",130000.0,St-Eugène-d'Argentenay,Saguenay-Lac-Saint-Jean,4,2,1,2,117.06,376.4,2000.0,146.0,3200.0,1150.5
"506-1220, rue Crescent",1050000.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,2,2,1,1,95.32,766.9,4711.69,643.65,1500.0,450.0
"126, rue Principale Nord",400000.0,Windsor,Estrie,4,2,1,2,117.06,766.9,9234.38,400.09,16001.0,3685.0
"593, chemin des Lacs",99000.0,Tingwick,Centre-du-Québec,4,2,1,2,117.06,766.9,450.0,24.83,1740.0,1150.5
"45, rue Jean-Pierre Despins",403000.0,St-Léonard-D'Aston,Centre-du-Québec,3,2,1,2,181.16,1196.59,2131.0,188.0,1470.0,1010.0
"B3-33, avenue Sauriol",439900.0,Laval-des-Rapides,Laval,3,2,1,2,109.16,109.16,2600.19,286.4,925.89,1150.5
"72, chemin Fifth Line Ouest",1295000.0,Bristol,Outaouais,4,2,1,2,117.06,766.9,2638.71,180.0,900.0,2000.0
"240, 12e rang Ouest",395000.0,St-Benjamin,Chaudière-Appalaches,1,1,1,2,86.96,305666.33,2124.34,275.0,1740.0,1150.5
"9530-9532-9534, rue de Marseille",795000.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,7,3,4,2,117.06,183.7,4177.74,316.41,1740.0,1150.5
"866, boulevard Hurtubise",848000.0,Gatineau (Gatineau),Outaouais,4,2,1,3,172.8,827.49,6114.54,520.06,1740.0,1150.5
"124, boulevard des Bois-Francs Sud",339000.0,Victoriaville,Centre-du-Québec,4,2,1,2,117.06,566.06,5143.12,201.54,476.0,1730.0
"784, avenue Champagneur",1950000.0,Outremont,Montréal / l'Île,2,1,1,2,117.06,167.13,7757.0,991.0,1740.0,1150.5
rue des Frênes,140900.0,Bedford,Estrie,4,2,1,2,117.06,3179.89,2778.46,275.0,1740.0,1150.5
"10263, boulevard  Perras",488000.0,Rivière des Prairies,Montréal / l'Île,3,1,1,2,117.06,406.26,2778.46,275.0,1740.0,1150.5
"1440, chemin du Sault",389000.0,St-Romuald,Québec Rive-Sud (Lévis),5,2,2,2,117.06,519.9,3675.0,300.0,1740.0,1150.5
"12645, 27e avenue",818000.0,Rivière des Prairies,Montréal / l'Île,5,3,1,2,180.51,766.9,2778.46,275.0,1740.0,1150.5
"1328, route de Tadoussac",575000.0,St-Fulgence,Saguenay-Lac-Saint-Jean,3,2,2,1,121.89,11938.04,2000.0,350.0,1200.0,1000.0
"242-246-248, rue Laval",379000.0,Papineauville,Outaouais,3,1,1,1,96.1,1366.6,3432.0,169.0,1740.0,1150.5
"259, rue Sainte-Marie",399000.0,Ste-Martine,Montérégie (Rive-Sud Montréal),4,2,1,2,117.06,595.51,2608.57,187.19,1740.0,1760.0
"1041, chemin Denison",899000.0,Shefford,Estrie,5,2,1,2,240.62,9999.99,2778.46,275.0,1740.0,1150.5
"588-590-592, rue de Bristol",825000.0,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),3,2,1,2,117.06,766.9,6711.49,551.33,1740.0,2032.0
"19483, rue du Sulky",565000.0,Pierrefonds / Roxboro,Montréal / l'Île,2,2,1,2,123.93,766.9,3074.88,362.6,1740.0,1150.5
"65, montée Hurtubise",579000.0,Morin-Heights,Laurentides,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"225, rue Seigneuriale",550000.0,Beauport,Québec Rive-Nord,4,2,1,2,117.06,229.9,11700.0,336.0,3255.0,5000.0
"108, chemin des Pins",795000.0,Ste-Anne-Des-Lacs,Laurentides,4,1,1,2,163.97,766.9,1959.9,265.06,624.57,838.0
"5303-1288, rue Saint-Antoine",1250000.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,2,2,1,1,101.26,766.9,7000.0,177.0,950.0,1150.5
"75, rang du Ruisseau-des-Frênes",295000.0,La Malbaie,Charlevoix,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"75, rang du Ruisseau des Frênes",495000.0,La Malbaie,Charlevoix,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
chemin Saint-Léonard,175000.0,St-Ambroise,Saguenay-Lac-Saint-Jean,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
rue Ganivet,554900.0,Rigaud,Montérégie Ouest,4,2,1,2,117.06,22076.5,1780.67,145.03,1740.0,1150.5
"206, place Monal",499000.0,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,5,2,1,2,145.67,650.32,3184.58,200.26,1800.0,1150.5
"750, chemin Pierre-Péladeau",1495000.0,Ste-Adèle,Laurentides,10,2,1,2,117.06,8074.3,7510.04,352.62,8987.11,2200.0
"133, rue Josée",678000.0,Shefford,Estrie,3,2,1,2,201.14,3855.48,2460.0,276.0,985.0,900.0
"7-5585, chemin de la Côte-Saint-Luc",399000.0,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,2,1,1,1,76.2,766.9,2778.46,275.0,950.0,756.0
"84, chemin des Raymond",650000.0,Rivière-Du-Loup,Bas-Saint-Laurent,4,2,1,2,117.06,3473.83,2778.46,275.0,1740.0,1150.5
"6560, 29e Avenue",973000.0,Rosemont / La Petite Patrie,Montréal / l'Île,7,5,1,2,117.06,78.04,5164.66,661.06,1212.0,2200.0
"732, rang de la Rivière Est",825000.0,Ste-Brigide-D'Iberville,Montérégie (Rive-Sud Montréal),3,1,1,2,93.65,766.9,1300.0,400.0,1600.0,2400.0
"13335, rue des Glaïeuls",435000.0,Bécancour (Ste-Angèle),Centre-du-Québec,4,2,1,1,146.4,766.9,2571.0,167.0,1800.0,1150.5
"720-740, rue Olive + 265 rue Merry Nord",815000.0,Magog,Estrie,12,5,1,2,117.06,766.9,5501.64,300.81,538.26,2200.0
"5145, route Marie-Victorin",1150000.0,Contrecoeur,Montérégie (Rive-Sud Montréal),6,4,1,2,409.7,2585.96,3700.0,470.0,7900.0,1150.5
"71-730, chemin de Gaspé",375000.0,Bromont,Estrie,4,2,1,2,117.06,4208.04,563.16,152.2,1740.0,1150.5
"1248, rue Guénette",994500.0,Prévost,Laurentides,6,2,1,2,222.97,520.1,2778.46,275.0,1740.0,1150.5
"1370, rue West",599000.0,Mascouche,Lanaudière,4,2,1,2,120.77,86.97,2778.46,275.0,1740.0,1150.5
"5863, rue Desaulniers",599000.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,1,2,120.77,766.9,2565.33,562.0,1830.24,479.64
"74, rue Gilles",62000.0,Déléage,Outaouais,4,2,1,2,117.06,8163.9,358.83,275.0,1740.0,1150.5
"3, rue Couture",450000.0,Victoriaville,Centre-du-Québec,4,2,1,2,117.06,766.9,3813.04,235.29,2000.35,30230.0
"23, route Albert",399000.0,Newport,Gaspésie-Îles-de-la-Madeleine,3,2,1,1,222.97,766.9,2157.0,136.18,3600.0,1631.0
"280, route 132",355000.0,Ste-Therese-De-Gaspe,Gaspésie-Îles-de-la-Madeleine,4,3,1,2,117.06,766.9,2700.0,124.0,2500.0,1100.0
"226, 9e Avenue",459000.0,Ste-Anne-Des-Plaines,Laurentides,5,2,1,2,158.87,520.3,3105.71,221.13,1104.8,1180.47
"25, chemin de la grève Fatima",185000.0,ND-Des-Neiges,Bas-Saint-Laurent,3,1,1,2,76.83,442.59,1377.02,47.17,1740.0,1150.5
"1000, avenue de la Grande-Anse",225000.0,La Pocatiere,Bas-Saint-Laurent,3,1,1,1,167.23,1114.84,1900.0,60.0,2150.0,1250.0
"95, rue Angus Sud",629000.0,East Angus,Estrie,4,2,1,2,117.06,702.7,8596.0,321.0,13834.0,6311.0
"335, rue Principale",32000.0,St-Adelme,Bas-Saint-Laurent,4,2,1,2,117.06,18590.36,87.56,275.0,1740.0,1150.5
"548, Chemin de Desserte N",1.0,Villeroy,Centre-du-Québec,4,2,1,2,117.06,46451.52,2778.46,275.0,1740.0,1150.5
"117, chemin Valdie",550000.0,St-André-Avellin,Outaouais,2,1,1,2,139.35,766.9,2871.68,243.21,1177.77,592.96
"4, rue des Sesterces",1150000.0,Blainville,Laurentides,4,3,1,2,386.29,986.63,5037.0,702.0,5000.0,2400.0
"1914-2300, rue Tupper",667500.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,2,1,1,1,68.38,766.9,2778.46,275.0,820.0,703.0
chemin des Petites-Terres,2.0,Trois-Rivières (Trois-Rivières),Mauricie,4,2,1,2,117.06,29716.5,2778.46,275.0,1740.0,1150.5
"909-4900, boulevard de l'Assomption",849000.0,Rosemont / La Petite Patrie,Montréal / l'Île,3,2,1,1,123.28,766.9,4600.0,550.0,1800.0,514.0
"205B-26, rue de la Pointe-aux-Lièvres",199000.0,Saint-Roch,Québec Rive-Nord,1,1,1,1,40.6,766.9,2241.31,157.95,300.0,1150.5
"4542, avenue Royal",640000.0,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,3,1,1,2,105.7,766.9,7370.22,868.36,1080.0,1023.51
"979, 5e Rang Ouest",799999.0,Lochaber-Partie-Ouest,Outaouais,5,3,1,2,195.1,12141.08,4257.0,453.0,5280.0,3000.0
"5072, avenue Charlemagne",624900.0,Rosemont / La Petite Patrie,Montréal / l'Île,3,2,1,2,102.19,766.9,3340.0,610.0,1740.0,1150.5
"1320, rue René",350000.0,Wentworth-Nord,Laurentides,4,2,1,2,117.06,73599.5,2768.62,281.95,1740.0,1150.5
"183, rue de Vali",650000.0,St-David-de-Falardeau,Saguenay-Lac-Saint-Jean,3,2,1,2,117.06,929.03,2778.46,275.0,1740.0,1150.5
"25, rue Harvey",960000.0,Lac-Brome (Knowlton),Estrie,4,2,1,2,298.78,1254.19,3675.97,425.0,3200.0,1150.5
"1-961, boulevard Curé-Poirier Ouest",629000.0,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),5,2,1,1,117.06,175.12,1603.0,156.0,1740.0,1150.5
"723, rue Principale",525000.0,Piedmont,Laurentides,4,1,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"4, rue de Lindoso",1250000.0,Blainville,Laurentides,5,3,1,2,222.97,918.81,4353.44,533.58,3000.0,1530.0
"1-2-3-4-5-6-101, rue du Couvent",600000.0,Armagh,Chaudière-Appalaches,12,6,1,2,117.06,666.49,4720.47,217.9,1646.94,1865.26
"340, Route 214",299000.0,Bury,Estrie,3,3,1,2,223.96,766.9,1979.12,158.82,1740.0,1150.5
rue de Jouvence,1.35,Eastman,Estrie,4,2,1,2,117.06,69818.03,2778.46,275.0,1740.0,1150.5
"2241, montée Paiement",660000.0,Val-Des-Monts (Perkins),Outaouais,5,4,1,2,232.26,766.9,2755.49,248.32,3000.0,1150.5
"5373, rue de Lanaudière",300000.0,Le Plateau-Mont-Royal,Montréal / l'Île,1,1,1,3,58.06,766.9,1067.0,136.0,1740.0,797.0
"202-610, boulevard de Sainte-Adèle",435000.0,Ste-Adèle,Laurentides,2,2,1,1,111.67,766.9,3541.76,233.18,817.0,1150.5
"1673973, boulevard de la Cité-des-Jeunes",50.0,Vaudreuil-Dorion,Montérégie Ouest,4,2,1,2,117.06,2936.67,2778.46,275.0,1740.0,1150.5
chemin Mountain House,450000.0,Potton (Mansonville),Estrie,4,2,1,2,117.06,766.9,586.63,275.0,1740.0,1150.5
"8709-8711, avenue Souligny",774000.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,5,2,1,2,117.06,226.68,2623.45,360.0,2400.0,1600.0
