Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"3510, route 108",599 000 $,Cookshire-Eaton,Estrie,4,,,2,2 224 pi²,,"3 548,65 $","324,15 $",,
rue Uldéric-Couture,462 500 $,Lévis,Québec Rive-Sud (Lévis),4,1,1,3,2 160 pi²,,,,,
"205, chemin Chapleau",675 000 $,Kiamika,Laurentides,3,1,1,2,1 500 pi²,,"3 230,15 $","307,58 $","1 405,60 $",
,425 000 $Prix de vente fourni par le vendeur à DuProprio.,Saint-Laurent,Montréal / l'Île,4,1,1,2,1 052 pi²,,,,,
", route 235",9 $,Ange-Gardien-de-Rouville,Montérégie (Rive-Sud Montréal),,,,,,,,,,
"142, rue des Narcisses",649 900 $,Repentigny (Repentigny),Lanaudière,6,,1,2,1 600 pi²,,"3 651,19 $",,,
"11, rue des Pins",300 000 $,Bromont,Estrie,,,,,,,,,,
"9255, rue Waverly",749 000 $,Ahuntsic / Cartierville,Montréal / l'Île,3,,1,2,1 300.28 pi²,,"3 249,44 $","390,05 $","1 988,16 $","1 200,00 $"
"79, 2e Avenue",228 000 $,Chapais,Nord-du-Québec,2,1,1,1,,,"3 897,00 $",,"1 252,00 $",
"5-138, rue Éric",382 000 $,St-Eustache,Laurentides,3,1,,1,"1,023.65 pi²",,"2 046,00 $","174,00 $","84,00 $","456,00 $"
"2790, rue Hameury",565 000 $,Duvernay,Laval,3,1,,1,1 114 pi²,,"3 104,37 $","332,08 $","1 746,24 $","1 084,55 $"
,425 000 $Prix de vente fourni par le vendeur à DuProprio.,St-Lambert-De-Lauzon,Chaudière-Appalaches,3,1,1,1,1 079 pi²,,,,,
"419, rue Schubert",659 000 $,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),4,1,1,2,1 900 pi²,,"3 877,18 $","393,32 $","160,00 $",
rue Gérard-Dion,330 000 $,Cap-Rouge,Québec Rive-Nord,,,,,,,,,,
avenue des Compagnons,251 520 $,Ste-Foy,Québec Rive-Nord,,,,,,,,,,
"305-450, rue Saint-Georges",429 000 $,St-Lambert,Montérégie (Rive-Sud Montréal),2,,,1,1 133.4 pi²,,"2 820,99 $","267,70 $",,
boulevard Lesage,395 000 $,St-Vincent-de-Paul,Laval,,,,,,,,,,
"210, rue de l'Aubier",240 000 $,Trois-Rivières (Pointe-Du-Lac),Mauricie,,,,,,,,,,
"16, rue des Mélèzes - Quartier du Hameau",365 900 $,Boischatel,Québec Rive-Nord,3,1,1,2,1 382 pi²,,,,,
"2367, route 112",49 900 $,Stukely-Sud,Estrie,,,,,,,,,,
"15, chemin des Perséides",75 000 $,Ste-Beatrix,Lanaudière,,,,,,,,,,
"10, rue Légaré",574 900 $,St-Eustache,Laurentides,3,,,1,918.6 pi²,,"3 607,30 $","254,00 $","2 417,00 $",
"108-6900, boulevard Gouin E",449 000 $,Montréal-Nord,Montréal / l'Île,3,,,1,1 190 pi²,,"2 301,00 $","240,03 $",,
"18820, rue Hubert-Aquin",599 000 $,Mirabel (St-Janvier),Laurentides,3,1,1,1,2 240 pi²,,"2 247,00 $","300,00 $","2 516,00 $","1 002,00 $"
"3470, rue Nina-Owens",478 440 $,Sherbrooke (Jacques-Cartier),Estrie,2,1,1,3,,,"3 175,00 $","197,00 $","1 440,00 $",
"811, avenue Chartier",375 000 $,Malartic,Abitibi-Témiscamingue,4,,,1,822 pi²,,"3 210,81 $","228,51 $","285,00 $",
"25, chemin Karen",139 000 $,La Pêche (Wakefield),Outaouais,,,,,,,,,,
"22, rue des Trembles",390 000 $,St-Janvier-De-Joly,Chaudière-Appalaches,5,,,1,1 200 pi²,,,,,
rue du Terroir,184 999 $,Cantley,Outaouais,,,,,,,,,,
"102-382, rue de Vaudreuil",525 000 $,Bromont,Estrie,4,,1,2,1 520 pi²,,"2 800,00 $","200,00 $",,
chemin du Sommet,59 999 $,Bowman,Outaouais,,,,,,,,,,
"965, route du Lac-du-Huit",235 000 $,Adstock,Chaudière-Appalaches,1,1,,1,507.61 pi²,,"3 083,03 $","120,44 $","1 930,00 $",
"7-228, rue Denison Ouest",214 000 $,Granby,Estrie,2,1,,1,760.28 pi²,,"1 271,86 $","75,44 $","990,00 $",
"69, 61e Avenue",424 500 $,St-Eustache,Laurentides,3,1,1,2,1 188 pi²,,"1 958,90 $","163,23 $","1 442,00 $",
"2295, RUE SUZANNE-LANGEVIN",308 700 $,Shawinigan (Shawinigan-Sud),Mauricie,3,,,2,1 032 pi²,,,,,
10904A-B avenue Lausanne,749 000 $,Montréal-Nord,Montréal / l'Île,11,,,,,,"3 451,21 $","360,00 $",,"1 255,00 $"
"18, allée Léo-Leblanc",750 000 $,Iles-de-la-Madeleine (L'Étang-du-Nord),Gaspésie-Îles-de-la-Madeleine,4,,,1,,,,,,
"10747, avenue Royale",289 000 $,Ste-Anne-de-Beaupré,Québec Rive-Nord,3,,,2,1 120 pi²,,"2 172,00 $","165,00 $","1 650,00 $",
"383, rang Petit 3",1 220 000 $,St-Joachim-De-Shefford,Estrie,3,,,,,,"2 760,00 $","371,00 $",,
"420-400, rue de l'Inspecteur",399 000 $,Griffintown,Montréal / l'Île,1,1,,1,574 pi²,,"2 202,73 $","246,92 $","650,00 $","624,00 $"
"8613, rang des Draveurs",524 500 $,Rouyn-Noranda (Mcwatters),Abitibi-Témiscamingue,4,1,1,2,2 260 pi²,,"3 452,00 $","500,00 $","2 600,00 $","1 760,00 $"
760 boulevard Le Corbusier,302 422 $,Laval-des-Rapides,Laval,,1,,1,480 pi²,,,,,
,,L'Anse-St-Jean,Saguenay-Lac-Saint-Jean,2,1,,1,925 pi²,,,,,
"77-79, rue Mainville",619 000 $,Ste-Therese,Laurentides,6,,,,,,"3 726,00 $","270,00 $",,"1 984,00 $"
"991, rue Pierre-Beaumont",359 600 $,St-Jean-Chrysostome,Québec Rive-Sud (Lévis),4,,,2,1 657 pi²,,"2 787,48 $","242,13 $",,
"9491, rue Jean-Pierre-Ronfard",490 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,3,1,,2,1 117.3 pi²,,,,,
"620, rue Moffat",399 900 $,Verdun,Montréal / l'Île,2,1,,1,675 pi²,,,,,
"9575, rue Lucien-Proulx",490 900 $,Mirabel (St-Canut),Laurentides,3,,,1,930 pi²,,"1 578,83 $","242,00 $","2 681,00 $",
"562-564, avenue Meese",748 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,3,1,,,,,"2 615,80 $","285,08 $","4 000,00 $","1 400,00 $"
"1434, 4e Rang Sud",499 000 $,Lac-Simon,Outaouais,5,1,1,1,900 pi²,,,,,
"624, rue Moffat",474 900 $,Verdun,Montréal / l'Île,2,1,,2,675 pi²,,,,,
avenue du Parc,375 000 $,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),,,,,,,"946,16 $",,,
"255, chemin Carrier",965 000 $,Stratford,Estrie,3,,,1,"2,330 pi²",,"2 200,00 $","278,00 $","2 500,00 $","3 000,00 $"
"4288, rue de l'Everest",649 000 $,Ascot Corner,Estrie,3,,1,2,1 033.34 pi²,,,,,
"1043, rue des Carcajous",932 000 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,6,,1,2,3 150 pi²,,"7 125,06 $","1 330,47 $","4 560,00 $","2 111,64 $"
,960 000 $Prix de vente fourni par le vendeur à DuProprio.,Mascouche,Lanaudière,2,1,,,,,,,,
"632, rue des Moissons",265 000 $,St-Isidore,Chaudière-Appalaches,3,,,1,896 pi²,,"2 604,75 $","250,00 $","1 600,00 $",
"1245, rue de Montolieu",1 399 999 $,Val-Bélair,Québec Rive-Nord,6,,1,2,2 830 pi²,,"3 478,77 $","432,13 $","3 532,01 $","2 334,78 $"
", rue Allen",219 000 $,Morin-Heights,Laurentides,,,,,,,"736,84 $",,,
"1025, rue Louis-Viau",579 500 $,Acton Vale,Montérégie (Rive-Sud Montréal),3,1,1,2,1 728 pi²,,"2 895,00 $","240,00 $","4 500,00 $",
"172, rue Principale",324 900 $,St-Fortunat,Chaudière-Appalaches,6,,,2,3 210 pi²,,"1 633,32 $","133,35 $","1 134,36 $","1 813,00 $"
"190, rue Alfred-Pellan",639 000 $,Drummondville (Drummondville),Centre-du-Québec,3,,,1,40x45 pi,,"3 500,00 $","250,00 $","225,00 $",
Rue Desrochers - À construire - Par René Gaudet et fils,349 900 $,St-Jacques,Lanaudière,3,1,1,2,1 414 pi²,,,,,
"6655, rue Émile Augier",719 000 $,Laval-Ouest,Laval,3,1,1,2,1 455.28 pi²,,"3 317,94 $","375,98 $","4 200,00 $",
"624, avenue du Palais",579 900 $,St-Elzéar-de-Beauce,Chaudière-Appalaches,3,,,1,1 660 pi²,,"3 846,00 $","569,00 $","3 861,00 $",
rue Maple Grove,229 000 $,Morin-Heights,Laurentides,,,,,,,,,,
"614-5250, boulevard Henri-Bourrassa Ouest",489 000 $,Saint-Laurent,Montréal / l'Île,2,1,,1,929 pi²,,,,,
"36, chemin du Pont",775 000 $,Val-Des-Monts (Poltimore),Outaouais,,,,,,,"10 142,54 $","661,47 $",,
"5711, rue Hadley",1 858 000 $,Le Sud-Ouest,Montréal / l'Île,2,1,,,,,"6 666,04 $","778,24 $",,
,165 000 $Prix de vente fourni par le vendeur à DuProprio.,St-Hubert-De-Rivière-Du-Loup,Bas-Saint-Laurent,4,,1,2,,,,,,
"133, chemin du Domaine-Charlevoix",153 000 $,Baie-St-Paul,Charlevoix,,,,,,,"1 133,98 $","116,02 $",,
"4145, chemin du Moulin",5 685 000 $,Ste-Adèle,Laurentides,5,,1,2,4 350 pi²,,"6 500,00 $","569,00 $","5 000,00 $",
"6550, rue Bombardier",75 $,Saint-Léonard,Montréal / l'Île,,,,,,,"2 050,00 $",,,
"21, rue Saint-François",429 000 $,Beaulac Garthby,Chaudière-Appalaches,4,,,2,3 000 pi²,,"3 227,00 $","250,00 $","4 800,00 $","2 400,00 $"
"3076, chemin de la Côte-de-Liesse",899 000 $,Mont-Royal,Montréal / l'Île,4,,1,2,"1,350 pi²",,"3 774,38 $","506,06 $","2 672,00 $",
"1200, chemin Indian",624 900 $,St-Adolphe-D'Howard,Laurentides,3,,1,2,1 825 pi²,,"3 839,68 $","309,96 $","2 422,00 $",
"5058, 4e rue",499 000 $,Chomedey,Laval,3,,1,2,1 148 pi²,,"2 629,96 $",,"1 682,06 $","800,00 $"
"86, 2e Rue",685 000 $,St-Paul,Lanaudière,3,,1,2,2 240 pi²,,"2 950,26 $","340,04 $","2 500,00 $",
", chemin de l'Escalade",390 000 $,Eastman,Estrie,,,,,,,"372,08 $",,,
"114, rue du Fort-De-Beaumont",155 000 $,Beaumont,Chaudière-Appalaches,,,,,,,"1 047,80 $","75,38 $",,
chemin de la Belle vue,110 000 $,St-Côme,Lanaudière,,,,,,,,,,
,291 000 $Prix de vente fourni par le vendeur à DuProprio.,Pont-Rouge,Portneuf,6,,,,,,,,,
"205, rue des Saules",329 000 $,Noyan,Montérégie (Rive-Sud Montréal),2,1,1,2,1 900 pi²,,"2 235,73 $","75,00 $","1 400,00 $","1 000,00 $"
"48, carré des Pionnières",273 000 $,Bromont,Estrie,,,,,,,"1 361,65 $","103,32 $",,
"191, rue Saint-André",629 000 $,Terrebonne (Terrebonne),Lanaudière,3,,,,,,"7 313,00 $","348,00 $","2 500,00 $",
"307, rue du Condor",350 000 $,St-Calixte,Lanaudière,,,,,,,,,,
"3200, rue Notre-Dame Est",998 000 $,Trois-Rivières (Ste-Marthe-Du-Cap),Mauricie,2,,,2,2 930 pi²,,"7 411,45 $","443,97 $","8 682,48 $","879,63 $"
"89, rue Bélanger",335 000 $,St-Apollinaire,Chaudière-Appalaches,,,,,,,"514,49 $","81,23 $",,
"101-249, rue de L'Aigle",774 000 $,Bromont,Estrie,3,1,1,2,1 470 pi²,,"3 157,09 $","357,58 $","500,00 $",
"16656, 21e Avenue",269 900 $,St-Georges,Chaudière-Appalaches,3,1,1,1,768 pi²,,"2 500,00 $","160,00 $",,
Promenade des Cervidés,284 500 $,Morin-Heights,Laurentides,,,,,,,"1 107,00 $",,,
"206-2727, rue Saint-Patrick",569 000 $,Le Sud-Ouest,Montréal / l'Île,1,1,,2,750 pi²,,"3 234,00 $",,,
"1133, rue de Dieppe",289 000 $,Baie-Comeau,Côte-Nord,4,1,1,2,2 314.24 pi²,,"4 395,08 $","213,84 $","2 800,00 $",
"965, route des Outaouais",859 000 $,Brownsburg-Chatham,Laurentides,4,1,1,2,1 890 pi²,,"3 733,00 $","393,00 $",,
"3705, rue Fernand-Bachand",506 000 $,Sherbrooke (Rock Forest),Estrie,3,1,,2,2 160 pi²,,"3 500,00 $","400,00 $","1 500,00 $","900,00 $"
"603-600, avenue Wilfrid-Laurier",325 000 $,Vieux-Québec,Québec Rive-Nord,2,,,1,971 pi²,,"3 829,21 $","330,96 $","557,25 $",
"9852, rue Fontaine",988 000 $,Mirabel,Laurentides,4,,1,2,,,"2 372,22 $","380,00 $",,
"12, chemin des Nénuphars",387 500 $,Lac-Etchemin,Chaudière-Appalaches,3,1,,1,1 000 pi²,,"1 200,00 $",,,"600,00 $"
"8, rue de l'Érablière Est",965 000 $,St-Hippolyte,Laurentides,4,,1,3,,,"4 720,00 $","598,00 $",,
"A-B-991, 5e Rang Ouest",549 000 $,Lochaber,Outaouais,3,,,2,1 690 pi²,,"3 093,45 $","330,57 $",,
"156, rue Mozart",1 475 000 $,Vaudreuil-Dorion,Montérégie Ouest,5,,1,2,"2,438 pi²",,"5 434,65 $","640,68 $",,
"8621-8623, rue de Teck",639 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,6,,1,,,,"3 323,00 $","371,00 $",,"885,00 $"
"7014, rue du Trappeur",1 649 000 $,Wentworth-Nord,Laurentides,5,,,1,3 477 pi²,,"5 885,00 $","410,00 $","3 600,00 $",
"2-2580, rue Joliette",595 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,1,2,1 152 pi²,,"2 770,00 $","321,00 $","970,00 $","281,00 $"
"5066, rue Quevillon",749 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,,1,2,"1,525 pi²",,,,,
"1200, rue de la Grande-Caroline",2 450 000 $,Rougemont,Montérégie (Rive-Sud Montréal),3,,,,,,"1 727,25 $","345,00 $",,"4 850,00 $"
"180, 7e rang Ouest",695 000 $,Stoke,Estrie,3,1,,2,2 002.09 pi²,,,,,
"3631, rue du Granit",385 000 $,Carignan,Montérégie (Rive-Sud Montréal),2,1,,1,1 017.19 pi²,,"2 397,00 $","219,51 $","960,00 $","489,50 $"
"206-29, rue des Mouettes",219 000 $,Beauport,Québec Rive-Nord,2,1,,1,1 055 pi²,,"1 825,62 $","190,00 $",,
"1215, rue de Vienne",499 500 $,Drummondville (Drummondville),Centre-du-Québec,5,,,1,3 026 pi²,,"3 464,42 $","332,63 $","1 898,09 $",
"2290, Rang 2/ Intersection Montée Taillardat",23 000 $,Ragueneau,Côte-Nord,,,,,,,,,,
"550, chemin Vaillancourt",1 950 000 $,Compton,Estrie,4,,,,,,"3 021,10 $","337,91 $","6 000,00 $","7 500,00 $"
"150, rue Notre-Dame E",275 000 $,Cap-Chat,Gaspésie-Îles-de-la-Madeleine,3,,,2,1 728 pi²,,"2 391,65 $","150,00 $","3 600,00 $",
"558, chemin de la Petite-Côte",599 000 $,St-Mathieu-De-Laprairie,Montérégie (Rive-Sud Montréal),4,1,1,1,,,,,,
"5106-1188, rue Saint-Antoine Ouest",409 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,,1,,1,357 pi²,,"1 860,39 $","266,87 $","400,00 $","300,00 $"
Développement des Pierres,92 540 $,St-Henri-de-Lévis,Chaudière-Appalaches,,,,,,,,,,
avenue du Jade,116 727 $,Ste-Marie,Chaudière-Appalaches,,,,,,,,,,
"1066, rue André-Giguère",459 500 $,Ste-Marie,Chaudière-Appalaches,3,1,1,2,1 692 pi²,,,,,
rue Jolin,"13,60 $",St-Henri-de-Lévis,Chaudière-Appalaches,,,,,,,,,,
"72, 111e Avenue",495 000 $,St-Hippolyte,Laurentides,,,,,,,,,,
"2410-2412, rue Roussel",370 000 $,Chicoutimi (Chicoutimi-Nord),Saguenay-Lac-Saint-Jean,3,,,,,,,,,
"216-3699, avenue des Compagnons",325 000 $,Ste-Foy,Québec Rive-Nord,2,1,,1,1 201 pi²,,"2 416,42 $","216,75 $","636,00 $","589,69 $"
"204, rue des Échevins",395 000 $,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),3,1,,1,1 160.35 pi²,,"2 262,16 $","217,29 $","1 300,00 $",
", chemin Sodom",149 995 $,Dundee,Montérégie (Rive-Sud Montréal),,,,,,,"1 005,67 $","36,97 $",,
"2-635, avenue Champagneur",549 000 $,Outremont,Montréal / l'Île,2,1,,3,1 150 pi²,,,,,
"2633, chemin du Tour-du-Lac-Tiberiade",750 000 $,Rivière-Rouge (Ste-Véronique),Laurentides,2,1,,2,864 pi²,,"1 838,98 $","120,01 $","1 330,00 $",
"7291-7295, rue des Gaspareaux",828 000 $,Terrebonne (La Plaine),Lanaudière,2,1,,,,,"6 661,56 $","436,63 $",,"1 383,21 $"
Rue des Iris,Prix sur demande,Victoriaville,Centre-du-Québec,2,1,,1,1 064 pi²,,,,,
437 à 465,125 000 $,Kazabazua,Outaouais,,,,,,,"121,00 $",,,
"12310, 62e Avenue",558 600 $,Rivière des Prairies,Montréal / l'Île,4,,,1,298.56x65.62 pi,,"2 537,07 $",,,
", rue de l'Église",20 000 $,St-Pamphile,Chaudière-Appalaches,,,,,,,"200,00 $",,,
"102-877, rue de la Marée-Haute",215 000 $,Saint-Roch,Québec Rive-Nord,2,1,,1,947.22 pi²,,"2 044,00 $","153,00 $","800,00 $",
"6541, avenue De Lorimier",750 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,4,,1,1,2 000 pi²,,"984,00 $","150,00 $",,
"7321, rue Chouinard",519 000 $,LaSalle,Montréal / l'Île,2,1,1,1,"1,166.81 pi²",,"2 381,33 $","269,72 $","1 138,85 $","607,80 $"
"2343, rue Baldwin",795 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,4,,,,,,"3 083,37 $","341,75 $",,
"2370, 3e Rue Sud",380 000 $,L'Ascension-De-Notre-Seigneur,Saguenay-Lac-Saint-Jean,4,,,1,,,,,,
"2, rue des Sarcelles",399 999 $,Ste-Brigitte-De-Laval,Québec Rive-Nord,5,,,2,896 pi²,,"3 800,00 $","550,00 $","250,00 $","1 500,00 $"
"174, rue de l'Évêque",599 900 $,St-Colomban,Laurentides,4,,,2,2 432 pi²,,"2 742,00 $","982,00 $",,
,,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),2,1,1,1,850 pi²,,,,,
"6546, avenue Papineau",895 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,,,,,,,"9 367,17 $","300,00 $","2 003,00 $",
"105, chemin du Lac-au-Mirage",199 900 $,Lac-Bouchette,Saguenay-Lac-Saint-Jean,1,1,,2,1 019.34 pi²,,"911,00 $","68,00 $",,
rue du Cap,149 500 $,Roxton Pond,Estrie,,,,,,,,,,
"9, rue de la Belle Plage",789 900 $,Ste-Rose,Laval,3,1,1,2,1 720 pi²,,,,,
"24, avenue des Iris",495 000 $,ND-Des-Prairies,Lanaudière,,,,,,,,,,
"521, rue des Sittelles",155 000 $,St-Lambert-De-Lauzon,Chaudière-Appalaches,,,,,,,"886,16 $","84,10 $",,
"453, avenue Venise Ouest",1 049 000 $,Venise-En-Quebec,Montérégie (Rive-Sud Montréal),4,,,1,1 410 pi²,,"5 169,82 $","504,22 $","1 200,00 $",
"46, 2e Rue Ouest",235 000 $,Macamic,Abitibi-Témiscamingue,3,1,1,1,1 500 pi²,,"3 000,00 $","200,00 $","1 660,00 $",
"2155, boulevard Talbot",569 900 $,Charlesbourg,Québec Rive-Nord,3,1,1,2,,,,,,
"34, Route 132",100 000 $,St-Fabien,Bas-Saint-Laurent,,,,,,,,,,
"404-1175, avenue Turnbull",524 999 $,St-Jean-Baptiste,Québec Rive-Nord,2,1,,1,1 034 pi²,,"4 437,00 $","403,00 $",,"312,00 $"
"5005, montée Gagnon",680 000 $,Terrebonne (Terrebonne),Lanaudière,4,,1,1,1 956 pi²,,"5 000,00 $","400,00 $",,
"1206-1208, chemin du Rivage",599 000 $,St-Antoine-sur-Richelieu,Montérégie (Rive-Sud Montréal),5,,,2,828.42 pi²,,"2 810,05 $","509,01 $","3 477,00 $","2 300,00 $"
"133, rue Miller",130 000 $,Shannon,Québec Rive-Nord,,,,,,,"987,95 $","80,74 $",,
"1544, chemin du Lac-Saint-Louis",650 000 $,Lery,Montérégie (Rive-Sud Montréal),4,1,,2,1 800 pi²,,"2 800,00 $","20,00 $","1 600,00 $","1 200,00 $"
"282, chemin de l'Inukchuk",130 000 $,St-Remi-D'Amherst,Laurentides,,,,,,,"550,00 $","150,00 $",,
"19677, boulevard Gouin Ouest",615 000 $,Pierrefonds / Roxboro,Montréal / l'Île,3,1,1,2,1 250 pi²,,"2 748,81 $","321,43 $","2 950,00 $","800,00 $"
"30, rue Jubilée",799 900 $,Gatineau (Aylmer),Outaouais,3,1,1,2,"1,485 pi²",,"2 781,00 $","512,00 $","2 952,00 $",
"1000, rue des Jonquilles",235 000 $,Victoriaville,Centre-du-Québec,,,,,,,,,,
Domaine du Luxuor,85 000 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,,,,,,,,,,
"115, chemin Garden",328 888 $,Gatineau (Aylmer),Outaouais,,,,,,,"1 826,00 $","146,00 $",,
"2326, boulevard Perrot",589 000 $,ND-De-L'Ile-Perrot,Montérégie Ouest,5,,1,1,"1,998 pi²",,,"524,00 $",,
Domaine Poisson Blanc,99 900 $,Lac-Ste-Marie,Outaouais,,,,,,,,,,
"252, 81e Rue Est",370 000 $,Charlesbourg,Québec Rive-Nord,2,1,,1,1 049.48 pi²,,"2 580,88 $","224,26 $","3 096,72 $","1 220,40 $"
"100, rue Louisa",475 000 $,Ste-Émélie-De-L'Énergie,Lanaudière,,,,,,,,,,
rue du Domaine Beaudry,295 000 $,St-Côme,Lanaudière,,,,,,,,,,
chemin des Étoiles,364 999 $,Eastman,Estrie,,,,,,,"340,79 $","22,03 $",,
rue de la Rivière,99 900 $,St-Alphonse-Rodriguez,Lanaudière,,,,,,,"350,00 $",,,
"2382, 3e Rang de Milton",449 000 $,St-Pie,Montérégie (Rive-Sud Montréal),4,,1,1,1 274 pi²,,"1 563,15 $","273,87 $","1 100,00 $","1 056,00 $"
"2001, route du Lac Clair",157 900 $,St-Côme,Lanaudière,,,,,,,,,,
"220, rang Saint-Vincent",225 000 $,Ste-Beatrix,Lanaudière,,,,,,,,,,
"112, rue Chantal",159 000 $,St-Damien,Lanaudière,,,,,,,,,,
"1678, chemin Murray",870 000 $,Quyon,Outaouais,3,,1,1,2 200 pi²,,"3 000,00 $","260,00 $",,"1 800,00 $"
l'avenue du Sentier,259 000 $,St-Raymond,Portneuf,3,,,2,,,,,,
rue Julien,259 000 $,St-Basile-De-Portneuf,Portneuf,2,1,,1,,,,,,
"1069, rue Giroux",305 000 $,Donnacona,Portneuf,2,1,,1,,,,,,
chemin des Bêtes-Puantes,41 000 $,Matawin,Mauricie,,,,,,,,,,
"75, rue des Marquis",929 000 $,Cantley,Outaouais,3,,1,1,2 500 pi²,,,,,
rue de la Lanterne,397 125 $,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),3,1,1,2,1 482 pi²,,,,,
"99, rue Laflamme",314 900 $,St-Apollinaire,Chaudière-Appalaches,3,1,1,1,1 728 pi²,,,,,
,,Blainville,Laurentides,3,,,1,990 pi²,,,,,
Route 289,40 000 $,St-Alexandre-De-Kamouraska,Bas-Saint-Laurent,,,,,,,,,,
rang de la Carrière,115 000 $,St-Raymond,Portneuf,,,,,,,,,,
"108, rue du Mont-Rainier",49 900 $,Ste-Agathe-Des-Monts,Laurentides,,,,,,,,,,
"3438, route 132",265 000 $,St-Anicet,Montérégie (Rive-Sud Montréal),2,1,,1,863.27 pi²,,"913,32 $","118,29 $","2 640,00 $","800,00 $"
"108, rue de la Petite Ourse",719 000 $,Orford,Estrie,5,,1,2,2 432 pi²,,"2 200,44 $","450,00 $","3 804,00 $","1 500,00 $"
"102-6600, boulevard Henri-Bourassa Ouest",549 900 $,Saint-Laurent,Montréal / l'Île,2,1,,4,780.38 pi²,,"2 176,65 $","279,35 $",,
"4158, chemin du Portage-des-Roches S",479 900 $,Chicoutimi (Laterrière),Saguenay-Lac-Saint-Jean,3,1,,1,"1,822.5 pi²",,"3 117,46 $","245,58 $","2 880,00 $",
"61, rue Marcelle-Ferron",475 000 $,Gatineau (Gatineau),Outaouais,3,1,1,2,"1,275.09 pi²",,"2 870,63 $","201,65 $",,
"1477, rue Émilien-Rochette",499 000 $,L'Ancienne-Lorette,Québec Rive-Nord,3,1,1,2,1 352 pi²,,,,,
"1180, rue Bernard Lamontagne",699 000 $,St-Hyacinthe,Montérégie (Rive-Sud Montréal),3,,1,2,1 608.88 pi²,,"3 963,00 $","948,00 $","3 269,00 $","1 523,00 $"
rue du Rocher,138 000 $,St-Ferréol-les-Neiges,Québec Rive-Nord,,,,,,,,,,
"1898, rue Quoibion",775 000 $,Sabrevois,Montérégie (Rive-Sud Montréal),2,,1,2,2 084 pi²,,"2 155,47 $","354,46 $","2 725,00 $","1 600,00 $"
"1-4905, avenue Mercier",997 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,5,,1,,,,"4 061,00 $","470,00 $",,
"103-99, rue de Saint-Vallier E",275 000 $,Saint-Roch,Québec Rive-Nord,1,1,,2,850 pi²,,"2 560,56 $","211,97 $","830,00 $","231,66 $"
"2343, chemin du Fleuve",300 000 $,St-Romuald,Québec Rive-Sud (Lévis),4,,,2,2 150 pi²,,"3 740,00 $","181,00 $","3 548,00 $","2 196,00 $"
rue du Satin,419 000 $,Drummondville (Drummondville),Centre-du-Québec,3,1,1,2,1 450 pi²,,,,,
"1465, rue de Plaisance",698 000 $,Terrebonne (Terrebonne),Lanaudière,4,,1,2,36x35 pi,,,,,
"900-6, avenue Argyle",329 000 $,St-Lambert,Montérégie (Rive-Sud Montréal),1,1,,1,710 pi²,,"1 585,35 $","156,17 $","987,00 $","600,00 $"
"6543, avenue De Lorimier",550 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,,1,1 050 pi²,,,,,
"485, boulevard Saint-Joseph",600 000 $,Roberval,Saguenay-Lac-Saint-Jean,,,,,,,,,,
chemin de l'Axion,249 000 $,Magog,Estrie,,,,,,,,"95,65 $",,
"902, rue de Honfleur",425 000 $,Sherbrooke (Rock Forest),Estrie,2,1,1,2,1 162.50 pi²,,"3 500,00 $","350,00 $","900,00 $","816,00 $"
"440, rue Aurèle-Cloutier",975 000 $,Vanier,Québec Rive-Nord,11,,,,,,"10 084,12 $","730,45 $","1 668,12 $","4 715,00 $"
"1448-1450, boulevard Raymond",620 000 $,Mascouche,Lanaudière,3,,1,,,,"3 948,67 $","337,00 $","4 333,00 $","1 857,00 $"
"7, avenue Jacques",599 900 $,Candiac,Montérégie (Rive-Sud Montréal),4,,,1,,,"2 547,99 $","287,78 $","2 128,91 $",
,,Rimouski (Rimouski-Est),Bas-Saint-Laurent,,,,,,,,,,
"71, rue Katy",810 000 $,Lavaltrie,Lanaudière,4,,1,3,,,,,,
"604-3647, rue Jean Béraud",695 000 $,Chomedey,Laval,3,,,1,1 397 pi²,,"3 900,00 $","500,00 $","720,00 $","600,00 $"
